age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Pension
20,0,20,1,0,0,0,65,40989,7,22,24,0,0,0,0,4,30,0.0,0
25,0,25,0,0,0,0,64,46566,5,34,36,0,2,1,1,9,25,7.839,0
42,17,42,1,0,0,0,44,40500,3,40,48,4,0,3,1,26,29,7.866,0
28,0,28,1,0,0,0,64,50115,3,34,36,1,0,0,0,13,22,0.0,0
38,8,38,0,0,0,0,42,42006,3,10,12,4,4,2,2,10,46,10.248,0
29,0,29,1,0,0,0,55,26203,4,22,24,2,0,3,1,11,32,7.289,0
28,0,28,0,0,0,0,60,52018,4,13,24,1,1,0,0,11,28,0.0,0
16,0,16,0,0,0,0,59,41112,3,-2,0,1,1,0,0,17,23,0.0,0
34,4,34,1,0,0,0,64,69213,7,34,36,1,1,5,3,11,24,12.548,0
41,11,41,1,0,0,0,56,46639,2,13,24,2,0,0,0,9,34,0.0,1
28,3,28,1,0,0,0,57,55842,4,40,48,2,1,4,1,9,32,8.492,0
35,6,35,0,0,0,0,47,55074,5,-3,0,3,1,0,0,13,38,0.0,0
35,5,35,1,0,0,0,62,45468,5,0,12,1,1,0,0,8,29,0.0,0
32,6,32,0,0,0,0,55,46607,2,-3,0,2,1,2,0,16,28,0.0,0
30,1,30,1,0,0,0,65,28292,7,21,24,0,1,0,0,13,21,0.0,0
35,6,35,0,0,0,0,52,50969,4,11,24,3,2,0,0,11,35,0.0,0
37,8,37,1,0,0,0,46,39262,7,41,48,3,2,0,0,14,39,0.0,1
96,65,96,0,0,0,0,41,50130,6,32,36,4,0,0,0,17,41,0.0,1
35,4,35,0,0,0,0,53,28261,3,-2,0,2,0,0,0,13,32,0.0,0
40,9,40,1,0,1,0,55,26991,3,-1,0,2,2,0,0,9,34,0.0,1
40,12,40,1,0,0,0,43,31563,5,7,12,4,1,3,2,12,44,11.778,1
30,0,30,1,0,0,0,61,35949,2,25,36,1,1,0,0,15,23,0.0,0
57,25,57,0,0,1,0,34,35064,1,-5,0,6,0,0,0,14,50,0.0,0
55,28,55,0,0,0,0,65,37702,3,25,36,0,1,0,0,5,29,0.0,0
41,13,41,1,0,0,0,64,27622,4,14,24,0,0,2,2,13,22,8.678,0
74,49,74,1,0,0,0,61,42711,1,28,36,1,0,0,0,5,33,0.0,0
34,3,34,0,0,0,0,63,28252,2,18,24,1,1,1,1,8,28,8.892,0
50,19,50,0,0,0,0,66,55499,6,21,24,0,2,4,1,10,23,8.333,0
43,16,43,0,0,0,0,59,49751,2,14,24,1,1,0,0,10,30,0.0,0
24,0,24,0,0,0,0,41,46112,4,14,24,5,1,0,0,10,48,0.0,0
36,6,36,1,0,0,0,64,51467,2,6,12,1,1,0,0,13,21,0.0,0
23,0,23,0,0,0,0,46,38128,3,-5,0,4,0,1,0,12,40,0.0,0
48,21,48,1,0,0,0,67,35861,5,21,24,0,0,6,3,10,21,12.368,0
35,6,35,1,0,0,0,48,23869,5,40,48,3,4,1,1,12,38,7.602,1
44,13,44,1,0,0,0,46,55615,2,38,48,4,0,2,1,13,40,7.649,1
25,0,25,0,0,0,0,57,38159,7,15,24,2,0,0,0,8,34,0.0,0
10,0,10,0,0,0,0,58,51103,4,17,24,2,3,3,2,6,34,12.865,0
37,7,37,0,0,0,0,49,61669,7,6,12,3,0,3,2,9,41,8.468,1
47,13,47,1,0,0,0,55,31338,3,40,48,2,0,3,2,11,33,8.695,1
53,23,53,0,0,0,0,60,26957,2,-5,0,1,0,0,0,12,27,0.0,0
33,8,33,1,0,0,0,51,39362,6,11,24,3,7,0,0,10,37,0.0,0
37,4,37,1,0,0,0,64,41364,2,16,24,1,1,3,2,2,32,8.805,0
19,0,19,1,0,0,0,48,45138,3,38,48,3,2,0,0,10,40,0.0,0
82,55,82,0,0,0,0,67,35413,6,11,24,0,0,0,0,4,28,0.0,0
38,6,38,1,0,0,0,59,51868,2,31,36,1,0,0,0,13,27,0.0,0
45,12,45,0,0,0,0,52,26101,6,39,48,2,0,2,2,11,35,8.821,0
37,9,37,1,0,0,0,58,33345,3,34,36,1,0,0,0,7,33,0.0,1
31,0,31,1,0,0,0,57,44425,2,9,12,2,1,2,1,15,26,8.402,0
82,50,82,1,0,0,0,64,31961,3,-1,0,1,2,0,0,14,21,0.0,1
24,0,24,0,0,0,0,43,51272,4,31,36,4,1,6,3,11,44,11.118,0
17,0,17,0,0,0,0,58,37871,5,16,24,2,0,2,1,14,27,8.199,0
49,17,49,0,0,0,0,59,47956,5,8,12,2,0,2,1,10,30,12.442,1
26,0,26,0,0,0,0,36,37897,4,26,36,5,2,0,0,10,52,0.0,0
48,21,48,0,0,0,0,55,46970,4,-1,0,2,1,0,0,11,33,0.0,0
21,0,21,1,0,0,0,65,25476,6,33,36,1,1,0,0,7,26,0.0,0
51,22,51,0,0,0,0,29,49969,4,-5,0,6,4,0,0,16,54,0.0,0
33,0,33,1,0,0,0,60,29956,4,40,48,1,1,0,5,9,29,12.415,1
46,18,46,0,0,0,0,72,42489,7,34,36,0,0,3,3,15,12,11.262,0
41,13,41,0,0,0,0,59,47413,3,12,24,1,2,3,2,9,31,12.821,0
46,18,46,0,0,0,0,44,48558,5,40,48,4,1,3,2,13,42,9.414,1
18,0,18,1,0,0,0,51,42238,7,-6,0,3,0,0,0,6,42,0.0,0
40,9,40,1,0,0,0,63,48976,6,22,24,1,0,2,1,9,27,10.132,0
52,22,52,1,0,0,0,58,41347,1,22,24,1,3,2,2,13,27,10.105,1
83,51,83,0,0,0,0,46,62854,2,27,36,4,2,3,2,10,42,8.469,1
20,0,20,1,0,0,0,61,63812,3,13,24,1,1,0,19,12,26,26.131,0
51,19,51,1,0,0,0,69,26151,3,40,48,0,0,3,1,8,21,9.222,0
30,0,30,0,0,0,0,56,48622,2,41,48,2,1,0,0,12,30,0.0,0
35,3,35,1,0,0,0,63,36698,2,11,12,1,0,0,0,7,29,0.0,0
36,6,36,0,0,0,0,69,35944,4,37,48,0,0,5,23,11,18,29.76,0
11,0,11,0,0,0,0,47,55516,3,6,12,3,0,0,0,6,45,0.0,0
30,3,30,0,0,0,0,64,52586,5,9,12,0,1,1,1,7,27,7.626,0
40,8,40,1,0,0,0,55,50856,3,29,36,2,2,1,1,10,33,11.707,0
43,14,43,1,0,0,0,52,46112,7,27,36,3,0,4,2,7,40,11.611,0
23,0,23,1,0,0,0,58,47967,4,19,24,2,2,3,2,12,29,10.931,0
39,12,39,0,0,0,0,60,55141,5,13,24,1,3,0,0,11,27,0.0,0
26,0,26,0,0,0,0,62,48747,5,16,24,1,0,5,2,5,32,8.478,0
39,9,39,0,0,0,0,63,41117,3,17,24,1,2,0,0,7,28,0.0,0
43,13,43,0,0,0,0,59,46643,3,9,12,1,0,0,0,9,31,0.0,0
40,13,40,0,0,0,0,57,38040,7,29,36,2,0,0,0,8,34,0.0,1
31,1,31,1,0,0,0,62,52552,7,6,12,1,1,0,0,12,24,0.0,0
55,29,55,0,0,0,0,65,40954,2,25,36,1,0,0,0,3,31,0.0,1
49,22,49,0,0,0,0,64,42176,2,24,36,0,3,0,0,11,24,0.0,0
24,0,24,1,0,0,0,48,38014,6,32,36,3,0,0,0,9,42,0.0,0
44,15,44,0,0,0,0,52,54879,7,18,24,3,0,0,0,11,35,0.0,0
26,0,26,0,0,0,0,54,54898,5,6,12,2,0,0,0,9,35,0.0,0
50,16,50,1,0,0,0,64,72869,4,11,24,1,0,2,27,8,26,33.625,0
40,8,40,0,0,0,0,58,58575,7,15,24,2,0,3,3,14,26,11.677,0
48,13,48,1,0,0,0,59,45410,4,7,12,1,0,0,0,5,34,0.0,1
23,0,23,0,0,0,0,62,45468,5,7,12,1,1,0,0,8,29,0.0,0
47,21,47,1,0,0,0,53,55329,4,30,36,2,1,0,0,7,39,0.0,0
43,15,43,0,0,0,0,62,50950,4,11,24,1,0,2,1,7,30,8.252,0
47,15,47,0,0,1,0,29,27684,2,10,12,7,0,4,3,14,56,10.974,1
60,34,60,1,0,0,0,60,52247,1,17,24,1,1,3,2,13,25,11.318,0
53,23,53,1,0,0,0,49,34724,5,29,36,3,1,6,26,10,40,33.515,1
41,15,41,0,0,0,0,52,37207,7,16,24,2,1,0,0,16,31,0.0,0
53,25,53,1,0,0,0,59,35361,3,-2,0,2,1,0,0,9,30,0.0,1
41,11,41,1,0,0,0,48,34775,7,-4,0,3,0,1,0,10,41,0.0,0
41,11,41,1,0,0,0,75,31290,3,38,48,0,2,0,0,5,19,0.0,0
39,11,39,1,0,0,0,55,42108,5,21,24,2,3,4,2,7,36,11.868,0
53,23,53,0,0,0,0,45,29882,5,7,12,4,1,0,0,13,40,0.0,0
30,4,30,0,0,0,0,42,52360,6,29,36,5,0,5,1,12,45,10.726,0
33,2,33,1,0,0,0,33,25827,6,-3,0,6,1,0,0,18,47,0.0,0
47,17,47,0,0,0,0,52,38024,4,40,48,3,0,5,2,14,32,13.771,0
16,0,16,0,0,0,0,48,41392,5,9,12,3,0,4,1,11,40,10.417,0
30,3,30,0,0,0,0,71,38924,5,12,24,0,1,0,0,11,17,0.0,0
27,0,27,1,0,0,0,50,51484,6,18,24,3,0,3,3,16,33,10.837,0
51,19,51,1,0,0,0,63,62626,6,31,36,1,0,1,11,12,24,18.518,0
32,4,32,1,0,0,0,54,55648,6,22,24,2,2,1,1,15,30,9.016,0
32,5,32,1,0,0,0,45,54419,5,38,48,4,1,0,0,14,39,0.0,0
39,11,39,0,0,0,0,50,34934,3,33,36,3,0,1,3,16,32,12.41,0
19,0,19,0,0,0,0,62,66883,5,21,24,1,2,2,1,12,24,9.359,0
50,20,50,0,0,0,0,56,32233,1,29,36,2,0,3,1,10,33,7.416,1
52,20,52,1,0,0,0,54,35403,4,0,12,2,3,0,0,14,31,0.0,1
37,9,37,0,0,0,0,68,42305,7,40,48,0,4,3,2,9,21,11.36,0
42,17,42,1,0,0,0,44,40500,3,40,48,4,0,3,1,26,29,7.866,0
39,5,39,0,0,0,0,61,42588,5,31,36,1,2,0,0,5,33,0.0,0
52,21,52,0,0,0,0,57,46618,3,41,48,2,2,0,0,25,17,0.0,0
40,5,40,0,0,0,0,66,38922,3,7,12,0,2,4,3,11,21,10.462,0
36,4,36,0,0,0,0,66,34569,7,13,24,0,1,0,0,5,27,0.0,0
53,23,53,0,0,0,0,70,53687,1,41,48,0,2,2,1,11,18,11.756,0
58,31,58,0,0,0,0,57,37503,2,12,24,2,0,0,0,12,30,0.0,0
36,8,36,0,0,0,0,62,30730,2,29,36,1,3,4,2,8,29,11.857,0
43,14,43,1,0,0,0,57,39837,6,10,12,2,0,0,0,12,29,0.0,1
20,0,20,0,0,0,0,55,46623,3,37,48,2,0,4,2,10,34,8.796,0
16,0,16,1,0,0,0,38,53184,4,21,24,5,4,0,0,15,46,0.0,0
12,0,12,1,0,0,0,50,42719,4,0,12,3,0,0,0,11,38,0.0,0
41,9,41,1,0,0,0,62,45893,7,-6,0,1,5,0,0,9,27,0.0,0
42,13,42,1,0,0,0,57,24971,2,39,48,2,0,3,3,10,32,11.247,1
31,5,31,0,0,0,0,63,39224,4,12,24,1,0,2,25,10,26,31.896,0
30,1,30,1,0,0,0,58,19856,3,19,24,2,0,4,2,11,29,10.354,0
37,10,37,1,0,0,0,59,51861,2,7,12,2,1,0,0,10,29,0.0,1
21,0,21,1,0,0,0,56,41148,2,37,48,2,1,0,0,12,30,0.0,0
48,17,48,0,0,0,0,59,38187,4,-5,0,1,5,0,0,11,28,0.0,0
25,0,25,1,0,0,0,52,31515,3,-1,0,3,5,0,0,12,34,0.0,0
22,0,22,0,0,0,0,51,48631,4,21,24,3,1,0,0,11,37,0.0,0
56,30,56,0,0,0,0,43,54866,3,12,24,4,2,0,0,16,40,0.0,0
43,16,43,0,0,0,0,66,51522,3,36,48,0,0,4,1,8,24,8.379,0
34,1,34,1,0,0,0,65,56581,4,39,48,0,1,2,1,5,28,11.366,0
44,17,44,0,0,0,0,51,36655,4,24,36,3,1,3,2,9,39,9.271,1
30,1,30,1,0,0,0,67,41991,6,32,36,0,1,0,0,16,15,0.0,0
46,21,46,1,0,0,0,67,44724,6,29,36,0,1,3,1,10,21,9.046,0
28,0,28,0,0,0,0,56,48041,3,18,24,2,1,1,1,11,32,9.192,0
19,0,19,0,0,0,0,59,46976,2,31,36,2,1,0,0,12,28,0.0,0
36,5,36,1,0,0,0,48,38154,6,11,24,3,1,0,0,12,39,0.0,0
45,13,45,0,0,0,0,53,41323,3,20,24,2,2,0,0,5,40,0.0,0
25,0,25,0,0,0,0,47,49948,7,30,36,4,1,0,0,5,47,0.0,0
40,9,40,0,0,0,0,61,54938,7,21,24,1,0,0,0,4,33,0.0,0
32,1,32,0,0,0,0,40,52673,3,28,36,5,0,3,17,13,46,23.938,0
48,18,48,0,0,1,0,38,51296,4,39,48,5,0,2,2,12,49,11.303,1
40,13,40,0,0,0,0,28,55330,4,21,24,7,2,2,28,28,43,35.002,0
33,2,33,1,0,0,0,39,52454,2,41,48,5,0,2,2,16,44,9.179,0
41,11,41,1,0,0,0,64,45135,3,-2,0,1,2,2,0,12,23,0.0,0
40,9,40,1,0,0,0,49,24077,3,29,36,3,0,3,1,13,37,7.399,0
35,4,35,1,0,0,0,57,72946,6,10,12,2,0,4,1,10,31,8.199,0
35,7,35,1,0,0,0,55,45398,3,9,12,2,0,4,1,12,32,10.536,0
51,26,51,0,0,0,1,58,47049,5,27,36,1,1,3,23,10,31,30.46,0
46,16,46,0,0,0,0,58,23856,3,39,48,2,0,0,0,11,29,0.0,0
55,28,55,1,0,0,0,48,41983,4,40,48,3,0,2,2,12,38,8.751,1
15,0,15,1,0,0,0,55,44751,4,31,36,2,0,5,3,11,32,11.34,0
38,9,38,1,0,0,0,45,52717,2,13,24,4,0,0,0,8,45,0.0,1
35,5,35,0,0,0,0,49,50901,7,25,36,3,2,2,1,13,37,9.326,0
80,49,80,0,0,0,0,41,45451,2,15,24,4,1,3,2,12,46,11.232,1
70,37,70,0,0,0,0,35,33696,4,40,48,6,3,1,15,13,50,22.418,1
20,0,20,0,0,0,0,50,44747,6,-4,0,3,0,0,0,13,35,0.0,0
28,0,28,0,0,0,0,52,37521,3,13,24,3,1,3,3,11,35,11.374,0
41,12,41,0,0,0,0,46,31962,3,12,24,3,0,1,1,17,35,8.683,1
17,0,17,1,0,0,0,75,35945,7,22,24,0,1,3,1,6,18,8.816,0
55,25,55,1,0,0,0,68,27022,3,6,12,0,0,0,0,12,19,0.0,0
52,22,52,1,0,0,0,65,44420,4,-1,0,0,2,1,0,6,27,0.0,0
28,0,28,1,0,0,0,54,41548,4,30,36,2,0,0,0,21,23,0.0,0
27,0,27,0,0,0,0,58,52301,7,-4,0,2,1,0,0,12,29,0.0,0
28,0,28,0,0,0,0,61,25074,2,29,36,1,1,5,2,9,28,10.328,0
37,8,37,0,0,0,0,51,45327,2,33,36,3,0,2,1,9,39,9.691,0
33,3,33,0,0,0,0,62,40872,2,35,48,1,1,2,1,11,26,8.549,0
44,11,44,0,0,0,0,57,40604,6,30,36,2,1,0,0,13,28,0.0,0
33,6,33,1,0,0,0,55,30983,3,33,36,2,1,0,0,13,30,0.0,0
26,0,26,0,0,0,0,56,42621,4,12,24,2,1,0,0,9,34,0.0,0
55,24,55,0,0,0,0,63,40860,6,7,12,1,0,1,1,13,23,9.743,0
49,18,49,1,0,0,0,29,27010,5,5,12,6,3,0,0,20,50,0.0,0
56,28,56,0,0,0,0,59,28511,1,7,12,1,0,0,0,15,25,0.0,0
38,6,38,0,0,0,0,54,62925,4,21,24,2,1,5,3,8,36,12.186,0
36,6,36,1,0,0,0,52,54905,5,29,36,3,0,3,1,10,37,9.199,0
47,19,47,0,0,0,0,73,41328,3,22,24,0,2,2,1,9,16,11.816,0
40,8,40,0,0,0,0,72,57611,3,28,36,0,0,1,22,9,18,28.896,0
37,8,37,1,0,0,0,66,45807,2,-6,0,0,0,0,0,9,23,0.0,1
51,23,51,0,0,1,0,44,46999,2,37,48,4,0,0,0,13,42,0.0,0
44,12,44,1,0,0,0,57,28586,5,13,24,2,4,5,4,11,30,10.466,1
40,8,40,0,0,0,0,69,42529,7,32,36,0,1,0,0,8,22,0.0,0
39,7,39,0,0,0,0,45,47971,2,41,48,4,0,4,2,20,33,8.748,0
27,0,27,1,0,0,0,58,49874,3,24,36,2,0,3,1,3,37,11.761,0
44,15,44,0,0,0,0,63,25215,3,40,48,1,0,3,1,12,24,10.982,0
35,2,35,1,0,0,0,58,55325,3,0,12,2,2,0,0,10,31,0.0,0
26,1,26,1,0,0,0,61,60701,4,11,24,1,0,2,1,11,27,13.253,0
34,4,34,1,0,1,0,48,40671,5,17,24,3,2,5,2,17,33,12.389,1
17,0,17,0,0,0,0,58,37871,5,16,24,2,0,2,1,14,27,8.199,0
46,18,46,0,0,0,0,43,47999,6,40,48,4,1,0,0,11,44,0.0,0
41,13,41,1,0,0,0,65,45791,2,6,12,0,0,2,2,11,22,10.367,1
52,22,52,1,0,0,0,64,53151,1,-3,0,1,2,0,0,17,17,0.0,1
38,9,38,1,0,0,0,67,49050,2,22,24,0,0,3,2,11,21,10.435,0
51,26,51,0,0,0,0,57,48037,6,14,24,2,1,0,0,6,35,0.0,0
39,9,39,0,0,0,0,40,41016,7,22,24,5,1,0,0,10,49,0.0,0
19,0,19,1,0,0,0,67,22899,6,29,36,0,0,0,0,10,22,0.0,0
27,0,27,0,0,0,0,34,38203,5,-4,0,6,0,0,0,15,49,0.0,0
19,0,19,1,0,0,0,48,45138,3,38,48,3,2,0,0,10,40,0.0,0
39,11,39,1,0,0,0,44,46452,2,12,24,4,1,2,21,15,40,27.845,1
43,15,43,0,0,0,0,56,22505,5,14,24,2,1,0,0,11,32,0.0,1
70,39,70,0,0,0,0,73,40041,5,-2,0,0,0,0,0,8,17,0.0,0
44,13,44,1,0,0,0,27,23151,4,29,36,7,0,5,2,20,51,10.175,1
64,39,64,0,0,0,0,55,53423,2,20,24,2,0,2,2,11,33,12.945,1
49,21,49,1,0,0,0,45,48525,4,19,24,4,0,0,0,8,45,0.0,0
46,17,46,1,0,0,0,63,53199,4,32,36,1,0,3,1,8,28,11.672,1
41,16,41,1,0,0,0,64,40706,7,-3,0,1,1,1,0,5,29,0.0,0
33,4,33,0,0,0,0,55,27577,6,7,12,2,1,0,0,7,36,0.0,0
38,11,38,0,0,0,0,60,46466,2,23,36,1,1,0,0,7,32,0.0,0
43,15,43,0,0,0,0,55,41787,4,9,12,2,1,3,1,13,31,11.069,0
32,1,32,0,0,0,0,48,55555,3,12,24,3,1,3,3,8,42,12.716,0
44,17,44,1,0,0,0,71,46020,4,27,36,0,4,3,1,9,18,7.619,1
48,19,48,1,0,0,0,67,44416,6,22,24,0,0,0,0,9,23,0.0,1
41,18,41,1,0,0,0,60,28285,3,24,36,1,0,4,3,5,34,10.174,0
30,0,30,1,0,0,0,66,43097,4,34,36,0,0,0,0,13,20,0.0,0
48,17,48,0,0,0,0,50,61327,6,15,24,3,0,5,3,16,33,11.921,0
33,8,33,1,0,0,0,57,33680,2,40,48,2,0,2,2,7,34,11.426,0
28,0,28,1,0,0,0,52,54404,3,41,48,3,1,2,19,15,32,25.35,0
29,0,29,1,0,0,0,48,31045,4,40,48,3,0,0,0,14,36,0.0,0
38,8,38,1,0,0,0,53,31562,5,0,12,2,0,0,0,9,36,0.0,0
33,2,33,0,0,0,0,44,51762,3,37,48,4,3,2,1,14,40,10.399,0
56,26,56,0,0,0,0,57,44432,5,36,48,2,0,0,0,13,29,0.0,1
76,43,76,0,0,0,0,66,55400,2,24,36,0,1,4,3,8,24,12.186,1
38,10,38,0,0,0,0,51,45741,3,16,24,3,1,3,2,9,38,8.661,0
46,19,46,0,0,0,0,61,49439,6,18,24,1,1,4,3,12,25,14.02,0
36,7,36,1,0,0,0,62,37153,3,20,24,1,1,3,2,8,29,10.318,0
34,4,34,1,0,0,0,57,51666,6,12,24,2,1,3,1,8,34,12.189,0
52,26,52,1,0,0,0,51,26533,5,17,24,3,1,0,0,13,34,0.0,0
28,0,28,0,0,0,0,64,28171,3,21,24,0,1,1,1,9,25,8.992,0
53,23,53,1,0,0,0,31,39184,3,35,48,6,0,0,0,21,46,0.0,1
35,6,35,1,0,0,0,57,33589,7,11,24,2,0,0,0,13,28,0.0,0
45,21,45,0,0,0,0,56,52494,5,0,12,2,1,0,0,14,28,0.0,1
39,13,39,0,0,0,0,66,42843,2,40,48,0,4,0,0,6,26,0.0,1
61,31,61,1,0,0,0,50,34040,5,-2,0,3,0,1,0,11,37,0.0,1
49,21,49,0,0,0,0,54,48508,2,12,24,2,0,2,1,8,37,10.486,1
25,0,25,1,0,0,0,62,33307,6,41,48,1,1,3,1,8,28,9.379,0
29,1,29,0,0,0,0,67,48038,4,-6,0,0,1,0,0,8,23,0.0,0
47,19,47,1,0,0,0,64,66948,1,5,12,0,0,3,1,11,24,9.231,1
38,7,38,1,0,0,0,60,51014,3,-5,0,1,3,0,0,6,32,0.0,0
44,14,44,0,0,0,0,63,50972,4,28,36,1,1,0,0,10,26,0.0,1
37,7,37,1,0,0,0,51,33311,6,6,12,3,3,0,0,10,37,0.0,0
39,13,39,1,0,0,0,70,37915,7,38,48,0,2,0,0,14,15,0.0,0
38,10,38,1,0,0,0,54,54833,5,28,36,2,2,0,0,10,34,0.0,0
41,10,41,1,0,0,0,62,56635,7,24,36,1,0,3,20,12,25,26.999,1
20,0,20,1,0,0,0,54,38544,6,27,36,2,2,0,0,7,37,0.0,0
40,8,40,1,0,0,0,49,41771,6,41,48,3,2,3,1,19,30,10.292,1
49,18,49,1,0,0,0,64,26141,6,35,48,0,2,3,1,9,25,7.769,0
44,10,44,1,0,0,0,59,46267,4,5,12,1,5,5,2,14,25,11.198,1
36,3,36,1,0,0,0,60,49183,4,10,12,1,0,3,2,3,36,9.757,0
22,0,22,0,0,0,0,52,37540,4,23,24,3,2,0,0,12,35,0.0,0
55,24,55,0,0,0,0,51,48965,1,29,36,3,5,2,1,7,41,8.819,1
24,0,24,1,0,1,0,51,31854,2,-4,0,3,0,0,0,8,40,0.0,0
41,18,41,0,0,0,0,55,58377,2,7,12,2,1,1,21,10,34,27.987,1
29,0,29,1,0,0,0,44,39863,3,29,36,4,0,5,3,19,36,10.0,0
45,15,45,1,0,0,0,52,42224,5,34,36,3,0,2,1,14,32,9.126,1
31,2,31,1,0,0,0,58,47692,6,-1,0,2,5,1,0,9,32,0.0,0
33,5,33,0,0,0,1,54,46014,7,31,36,2,0,1,13,15,29,19.698,0
37,8,37,0,0,0,0,56,49176,6,41,48,2,3,4,8,9,33,15.355,1
37,10,37,0,0,0,0,49,36555,4,5,12,3,0,0,0,9,40,0.0,1
59,28,59,0,0,0,0,70,54871,2,-6,0,0,0,0,0,12,16,0.0,1
42,12,42,1,0,0,0,56,21355,7,31,36,2,5,0,0,7,36,0.0,0
45,17,45,0,0,0,0,74,26159,5,39,48,0,2,3,1,6,18,7.386,0
18,0,18,0,0,0,0,42,49785,6,20,24,4,0,3,1,15,41,12.103,0
57,26,57,0,0,0,0,40,47965,2,35,36,5,0,0,0,11,48,0.0,1
40,10,40,1,0,0,0,62,50877,5,29,36,1,4,3,2,9,27,8.486,0
33,3,33,0,0,0,0,61,55316,4,32,36,1,0,0,0,11,26,0.0,0
65,35,65,0,0,0,0,70,44416,4,18,24,0,0,4,2,9,20,10.589,0
22,0,22,1,0,0,0,58,41008,3,33,36,2,0,0,0,12,29,0.0,0
26,0,26,0,0,0,0,62,25122,2,8,12,1,3,0,0,6,30,0.0,0
46,20,46,0,0,0,0,51,39395,1,26,36,3,1,3,1,13,35,11.536,1
28,1,28,1,0,0,0,57,41029,6,22,24,2,0,4,3,15,27,9.7,0
36,10,36,0,0,0,0,60,37884,7,22,24,1,2,4,1,9,30,8.297,0
46,13,46,0,0,0,0,54,51034,5,21,24,2,0,3,1,6,38,7.509,1
56,29,56,0,0,0,0,58,41145,1,-4,0,1,0,0,0,7,34,0.0,0
53,21,53,0,0,0,0,55,31033,1,-2,0,2,3,0,0,8,36,0.0,0
26,0,26,0,0,1,0,68,55290,6,29,36,0,3,0,0,3,27,0.0,0
26,0,26,1,0,0,0,40,47100,2,28,36,5,3,5,3,10,49,9.587,0
16,0,16,1,0,0,0,43,18762,4,29,36,4,2,5,3,12,44,9.862,0
29,0,29,0,0,1,0,27,52732,7,11,24,7,1,4,21,12,60,27.517,0
48,17,48,1,0,0,0,60,55617,2,29,36,1,0,2,14,14,24,20.751,0
40,12,40,1,0,0,0,61,31855,4,26,36,1,0,0,0,10,28,0.0,0
60,27,60,0,0,0,0,47,22710,6,22,24,3,1,1,1,15,37,7.267,0
23,0,23,1,0,0,0,57,54018,4,39,48,2,0,4,2,10,32,10.509,0
43,16,43,1,0,0,0,47,47426,6,40,48,3,1,3,2,15,36,11.827,0
31,5,31,1,0,0,0,61,44051,5,32,36,1,1,4,3,7,31,11.04,0
34,5,34,1,0,0,0,55,46650,7,6,12,2,2,0,0,6,38,0.0,0
19,0,19,1,0,0,0,48,30506,5,22,24,3,0,1,1,10,40,12.679,0
34,9,34,1,0,0,0,50,38470,7,31,36,3,0,0,0,12,37,0.0,0
38,9,38,0,0,0,0,50,53978,6,-4,0,3,7,0,0,14,35,0.0,0
39,10,39,0,0,0,0,60,47879,2,41,48,1,0,2,1,13,26,7.972,0
47,19,47,1,0,0,0,72,35901,5,-5,0,0,2,1,0,7,20,0.0,1
31,0,31,1,0,0,0,57,45683,7,16,24,2,0,0,0,12,29,0.0,0
48,15,48,0,0,0,0,61,54047,7,-6,0,1,1,1,0,8,29,0.0,0
19,0,19,1,0,0,0,44,52439,7,26,36,4,1,3,1,10,45,7.512,0
26,0,26,0,0,0,0,54,52848,5,18,24,2,2,5,2,10,34,8.804,0
60,24,60,0,0,0,0,52,35646,4,18,24,2,1,4,1,9,37,11.912,1
51,24,51,0,0,0,0,54,39365,2,7,12,2,0,0,0,8,36,0.0,1
38,8,38,1,0,0,0,32,52576,7,17,24,6,4,0,0,16,50,0.0,0
41,12,41,1,0,0,0,59,26823,2,31,36,2,2,0,0,10,30,0.0,0
39,11,39,1,0,0,0,52,27044,3,5,12,3,0,0,0,11,36,0.0,0
34,6,34,0,0,1,0,51,35877,7,12,24,3,1,3,10,12,35,17.038,0
41,9,41,1,0,0,0,37,27025,7,15,24,5,1,3,1,16,45,11.716,0
34,6,34,0,0,0,0,60,55346,3,24,36,1,0,4,3,7,31,10.732,0
37,9,37,0,0,0,0,44,40894,7,-3,0,4,4,0,0,14,41,0.0,0
35,8,35,0,0,0,0,61,52170,3,-4,0,1,0,0,0,15,22,0.0,0
49,22,49,0,0,0,0,54,54896,3,25,36,2,0,0,0,7,37,0.0,0
49,22,49,0,0,0,0,56,41564,6,0,12,2,3,5,0,10,32,0.0,0
46,17,46,0,0,0,0,52,42260,4,29,36,3,5,2,4,12,34,12.113,0
24,0,24,1,0,0,0,46,38460,5,40,48,4,4,2,2,9,43,11.599,0
41,15,41,0,0,0,0,64,41400,3,18,24,1,1,0,0,7,28,0.0,0
48,17,48,1,0,0,0,61,38029,7,39,48,1,0,2,1,7,30,13.232,0
34,7,34,1,0,0,0,49,47998,2,12,24,3,0,4,2,13,36,9.804,0
45,16,45,0,0,0,0,69,48000,7,39,48,0,0,1,17,6,24,24.38,1
38,9,38,0,0,0,0,68,35251,5,29,36,0,4,3,2,12,19,9.182,0
43,16,43,0,0,0,0,62,34564,7,15,24,1,2,0,0,8,28,0.0,1
43,7,43,1,0,0,0,59,41997,7,13,24,2,1,3,3,8,32,11.195,0
